Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,FunctionalGroup,Species,Classification STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.823045268,,,1.495135977,1.234567901,,,3.024061411,6,6,PercentageCover,Invertebrates,Bryozoans,Microporella coronata,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,M. sp. in raw data,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,2.777777778,,,2.199818479,1.543209876,,,0.936157462,6,6,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.851851852,,,1.65634665,0.411522634,,,0.637528123,6,6,PercentageCover,Invertebrates,Ascidians,Styela plicata,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.514403292,,,0.606908691,1.234567901,,,0.872971335,6,6,PercentageCover,Invertebrates,Bryozoans,Conopeum seurati,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.514403292,,,0.721632836,0.205761317,,,0.504010235,6,6,PercentageCover,Invertebrates,Bryozoans,Conopeum seurati,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0,,,0,0.925925926,,,1.734996213,6,6,PercentageCover,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,3.909465021,,,8.120666963,0.925925926,,,1.219038127,6,6,PercentageCover,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,30.4526749,,,8.621374623,13.88888889,,,5.667594532,6,6,PercentageCover,Invertebrates,Polychaetes,Hydroides elegans,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,30.65843622,,,7.586986455,13.27160494,,,6.057565641,6,6,PercentageCover,Invertebrates,Polychaetes,Hydroides elegans,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,2.777777778,,,2.582284033,14.91769547,,,6.687401076,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula neritina,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,3.909465021,,,4.288531842,0.720164609,,,0.721632836,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula neritina,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,4.732510288,,,3.065774573,4.320987654,,,3.024061411,6,6,PercentageCover,Invertebrates,Bryozoans,Celleporaria nodulosa,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,C. sp. in raw data,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,4.732510288,,,3.818522044,2.674897119,,,4.216852167,6,6,PercentageCover,Invertebrates,Bryozoans,Celleporaria nodulosa,N,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,C. sp. in raw data,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.205761317,,,0.318764062,0.102880659,,,0.252005118,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.102880659,,,0.252005118,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.411522634,,,1.00802047,0,,,0,6,6,PercentageCover,Invertebrates,Polychaetes,Hydroides dirampha,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,H. diramphus in dataset,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.205761317,,,0.318764062,0.205761317,,,0.318764062,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.234567901,,,1.561618598,0.617283951,,,1.234567901,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula flabellata,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.131687243,,,1.063210756,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula flabellata,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.205761317,,,0.318764062,0.617283951,,,0.956292184,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.205761317,,,0.504010235,0.205761317,,,0.318764062,6,6,PercentageCover,Invertebrates,Bryozoans,Amathia gracilis,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.102880659,,,0.252005118,4.732510288,,,2.695394715,6,6,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.205761317,,,0.504010235,0.205761317,,,0.504010235,6,6,PercentageCover,Invertebrates,Bryozoans,Tricellaria inopinata,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.823045268,,,0.843370433,2.983539095,,,2.388072616,6,6,PercentageCover,Invertebrates,Bivalves,Mytilus galloprovincialis,NIS,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.33744856,,,1.889198178,1.131687243,,,1.581821489,6,6,PercentageCover,Invertebrates,Bivalves,Mytilus galloprovincialis,NIS,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,Botrylloides magnicoecum in dataset,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,3.086419753,,,3.35838778,1.234567901,,,1.352401377,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides magnicoecum,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.543209877,,,2.966818479,1.028806584,,,1.640938439,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides magnicoecum,N,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,Pomatoceros taeniata in dataset,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.411522634,,,0.637528123,0.102880659,,,0.252005118,6,6,PercentageCover,Invertebrates,Polychaetes,Spirobranchus taeniatus,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.543209877,,,1.597799889,0.205761317,,,0.504010235,6,6,PercentageCover,Invertebrates,Polychaetes,Spirobranchus taeniatus,N,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.33744856,,,1.581821489,0.411522634,,,1.00802047,6,6,PercentageCover,Invertebrates,Polychaetes,Galeolaria caespitosa,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.440329218,,,1.817234746,1.440329218,,,1.817234746,6,6,PercentageCover,Invertebrates,Polychaetes,Galeolaria caespitosa,N,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.102880659,,,0.252005118,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Arachnopusia unicornis,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.925925926,,,1.086840547,0.205761317,,,0.318764062,6,6,PercentageCover,Invertebrates,Bryozoans,Arachnopusia unicornis,N,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.102880659,,,0.252005118,0,,,0,6,6,PercentageCover,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.925925926,,,1.981087227,1.646090535,,,1.54526612,6,6,PercentageCover,Invertebrates,Bryozoans,Fenestrulina mutabilis,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,2.674897119,,,2.938859435,0.102880659,,,0.252005118,6,6,PercentageCover,Invertebrates,Bryozoans,Fenestrulina mutabilis,N,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.411522634,,,0.747567989,2.366255144,,,2.117442915,6,6,PercentageCover,Invertebrates,Bryozoans,Beania magellanica,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.102880659,,,0.252005118,0.102880659,,,0.252005118,6,6,PercentageCover,Invertebrates,Bryozoans,Virididentula dentata,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0,,,0,0.411522634,,,1.00802047,6,6,PercentageCover,Invertebrates,Barnacles,Tetraclitella purpurascens,N,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.411522634,,,1.00802047,0,,,0,6,6,PercentageCover,Invertebrates,Barnacles,Tetraclitella purpurascens,N,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,1.131687243,,,1.629286658,4.218106996,,,3.892643037,6,6,PercentageCover,Invertebrates,Ascidians,Didemnum,NA,0.0121,0.0081,,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,
Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,2.263374486,,,2.886531344,1.543209877,,,1.394023431,6,6,PercentageCover,Invertebrates,Ascidians,Didemnum,NA,0.0121,0.0081,,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,4.2,,,2.774887385,5,5,PercentageCover,Invertebrates,Bivalves,Anomia trigonopsis,N,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,1.6,,,2.302172887,5,5,PercentageCover,Invertebrates,Bivalves,Anomia trigonopsis,N,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp2,"Port Jackson, Fig Tree Point",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,0.2,,,0.447213595,5,5,PercentageCover,Invertebrates,Bryozoans,Arachnopusia unicornis,N,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,0.4,,,0.547722558,5,5,PercentageCover,Invertebrates,Barnacles,Balanus trigonus,N,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp2,"Port Jackson, Fig Tree Point",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,1.6,,,1.140175425,5,5,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,0.4,,,0.894427191,5,5,PercentageCover,Invertebrates,Bryozoans,Bugula neritina,NIS,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,1.6,,,1.140175425,5,5,PercentageCover,Invertebrates,Bryozoans,Cryptosula pallasiana,NIS,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,4.8,,,7.823042886,5,5,PercentageCover,Invertebrates,Ascidians,Diplosoma listerianum,NIS,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,1.4,,,3.130495168,5,5,PercentageCover,Invertebrates,Ascidians,Diplosoma listerianum,NIS,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp2,"Port Jackson, Fig Tree Point",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,3.8,,,2.387467277,5,5,PercentageCover,Invertebrates,Bryozoans,Fenestrulina mutabilis,N,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,0.8,,,1.303840481,5,5,PercentageCover,Invertebrates,Polychaetes,Galeolaria caespitosa,N,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,1.2,,,0.836660027,13,,,5.244044241,5,5,PercentageCover,Invertebrates,Polychaetes,Hydroides elegans,NIS,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,1,,,1,5.8,,,1.095445115,5,5,PercentageCover,Invertebrates,Polychaetes,Hydroides elegans,NIS,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp2,"Port Jackson, Fig Tree Point",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
Dafforn et al._2012,Dafforn et al.,2012,PlosOne,Y,0,,,0,6,,,2.549509757,5,5,PercentageCover,Invertebrates,Polychaetes,Salmacina australis,N,0.15,0.15,,upfacing,vertical,1m below MLWS,1,Y,Exp1,"Port Jackson, Balmain",8 months,243.3336,34.76192,8,2007,November,33o50' S,151o22' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,
