,Effect_ID,Study,Author,Year,Journal,Study.on.NIS.,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,TaxonomicGroup,Species,Classification.STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End..Y.N.,Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year..start.,Month..start.,Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded.Unshaded,Shading.held.constant,Source.of.data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3,Study_Experiment,Study_Location,Study_Experiment_Duration,Feature_Classification,Feature_TaxonomicGroup,TaxonomicGroup_Classification,Feature_TaxonomicGroup_Classification,Exp_ID,num_instances,Feature_Study,Feature_Study_Location,Feature_Study_Experiment_Duration,Feature_Species,Feature_Species_Classification,unique_types,reducedReplicatesControl,reducedReplicatesTreatment,yi,vi,Phylogeny
1477,1436,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,1.67,NA,2.89,5.005626834,3,3,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,N,400cm2,,NA,upfacing,downfacing,12m,12,N,Exp1,Poole Bay,286 days,286,40.85714286,9.402729422,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_286 days,Orientation_N,Orientation_Ascidians,Ascidians_N,Orientation_Ascidians_N,572,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_286 days,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_N,1,3,3,2.834151362,12.42705832,Botryllus schlosseri
2128,2128,Lee_2018,Lee,2018,Thesis,Y,0.666666667,NA,NA,1.632993162,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,700,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,2,2,3,-2.373320297,12.3890533,Diplosoma (genus in Bilateria)
2179,2179,Lee_2018,Lee,2018,Thesis,Y,0.666666667,NA,NA,1.632993162,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,694,6,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,2,2,3,-2.373320297,12.3890533,Botryllus schlosseri
2186,2186,Lee_2018,Lee,2018,Thesis,Y,0.666666667,NA,NA,1.632993162,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,700,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,2,2,3,-2.373320297,12.3890533,Diplosoma (genus in Bilateria)
2086,2086,Lee_2018,Lee,2018,Thesis,Y,0.333333333,NA,NA,0.816496581,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Cement,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,720,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Bugula,Orientation_Bugula_NIS,2,2,3,-2.026189105,12.37223555,Bugula (genus in Opisthokonta)
2183,2183,Lee_2018,Lee,2018,Thesis,Y,0.333333333,NA,NA,0.816496581,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp10,Lee_2018_North Haven,Lee_2018_Exp10_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,676,5,Orientation_Lee_2018,Orientation_Lee_2018_North Haven,Orientation_Lee_2018_Exp10_13 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,2,2,3,-2.026189105,12.37223555,Diplosoma (genus in Bilateria)
2184,2184,Lee_2018,Lee,2018,Thesis,Y,0.333333333,NA,NA,0.816496581,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp10,Lee_2018_North Haven,Lee_2018_Exp10_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,676,5,Orientation_Lee_2018,Orientation_Lee_2018_North Haven,Orientation_Lee_2018_Exp10_13 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,2,2,3,-2.026189105,12.37223555,Diplosoma (genus in Bilateria)
2185,2185,Lee_2018,Lee,2018,Thesis,Y,0.333333333,NA,NA,0.816496581,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Cement,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp10,Lee_2018_North Haven,Lee_2018_Exp10_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,676,5,Orientation_Lee_2018,Orientation_Lee_2018_North Haven,Orientation_Lee_2018_Exp10_13 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,2,2,3,-2.026189105,12.37223555,Diplosoma (genus in Bilateria)
2046,2046,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.666666667,NA,NA,1.632993162,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,694,6,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,2,2,3,2.373320297,12.30563445,Botryllus schlosseri
2053,2053,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.666666667,NA,NA,1.632993162,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,700,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,2,2,3,2.373320297,12.30563445,Diplosoma (genus in Bilateria)
2031,2031,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.333333333,NA,NA,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Cement,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,720,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Bugula,Orientation_Bugula_NIS,2,2,3,2.026189105,12.29442262,Bugula (genus in Opisthokonta)
2052,2052,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.333333333,NA,NA,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Cement,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp10,Lee_2018_North Haven,Lee_2018_Exp10_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,676,5,Orientation_Lee_2018,Orientation_Lee_2018_North Haven,Orientation_Lee_2018_Exp10_13 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,2,2,3,2.026189105,12.29442262,Diplosoma (genus in Bilateria)
1479,1438,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,0.67,NA,1.15,1.991858429,3,3,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,N,400cm2,,NA,upfacing,downfacing,12m,12,Y,Exp1,Poole Bay,389 days,389,55.57142857,12.78902708,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_389 days,Orientation_N,Orientation_Ascidians,Ascidians_N,Orientation_Ascidians_N,574,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_389 days,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_N,1,3,3,2.375819651,12.25384246,Botryllus schlosseri
1512,1471,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,0.67,NA,1.15,1.991858429,3,3,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,N,400cm2,,NA,upfacing,downfacing,12m,12,Y,Exp1,Poole Bay,389 days,389,55.57142857,12.78902708,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,Botrylloides leachi in paper,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_389 days,Orientation_N,Orientation_Ascidians,Ascidians_N,Orientation_Ascidians_N,568,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_389 days,Orientation_Botrylloides leachii,Orientation_Botrylloides leachii_N,1,3,3,2.375819651,12.25384246,Botrylloides leachii
1514,1473,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,0.67,NA,1.15,1.991858429,3,3,PercentageCover,Invertebrates,Ascidians,Styela partita,N,400cm2,,NA,upfacing,downfacing,12m,12,N,Exp1,Poole Bay,286 days,286,40.85714286,9.402729422,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_286 days,Orientation_N,Orientation_Ascidians,Ascidians_N,Orientation_Ascidians_N,612,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_286 days,Orientation_Styela partita,Orientation_Styela partita_N,1,3,3,2.375819651,12.25384246,Styela partita
1516,1475,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,0.67,NA,1.15,1.991858429,3,3,PercentageCover,Invertebrates,Bryozoans,Conopeum,N,400cm2,,NA,upfacing,downfacing,12m,12,N,Exp1,Poole Bay,363 days,363,51.85714286,11.9342335,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_363 days,Orientation_N,Orientation_Bryozoans,Bryozoans_N,Orientation_Bryozoans_N,583,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_363 days,Orientation_Conopeum reticulum,Orientation_Conopeum reticulum_N,1,3,3,2.375819651,12.25384246,Conopeum
1519,1478,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,0.67,NA,1.15,1.991858429,3,3,PercentageCover,Invertebrates,Polychaetes,Filograna implexa,N,400cm2,,NA,upfacing,downfacing,12m,12,Y,Exp1,Poole Bay,389 days,389,55.57142857,12.78902708,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_389 days,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,595,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_389 days,Orientation_Filograna implexa,Orientation_Filograna implexa_N,1,3,3,2.375819651,12.25384246,Filograna implexa
1521,1480,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.0058,NA,0,0.014,0.67,NA,1.15,1.991858429,3,3,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,N,400cm2,,NA,upfacing,downfacing,12m,12,Y,Exp1,Poole Bay,389 days,389,55.57142857,12.78902708,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_389 days,Orientation_N,Orientation_Ascidians,Ascidians_N,Orientation_Ascidians_N,582,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_389 days,Orientation_Ciona intestinalis,Orientation_Ciona intestinalis_N,1,3,3,2.375819651,12.25384246,Ciona intestinalis
2029,2029,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,720,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Bugula,Orientation_Bugula_NIS,2,2,3,0,12.13879676,Bugula (genus in Opisthokonta)
2030,2030,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,720,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Bugula,Orientation_Bugula_NIS,2,2,3,0,12.13879676,Bugula (genus in Opisthokonta)
2047,2047,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,694,6,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,2,2,3,0,12.13879676,Botryllus schlosseri
2048,2048,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Cement,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,694,6,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,2,2,3,0,12.13879676,Botryllus schlosseri
2084,2084,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,720,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Bugula,Orientation_Bugula_NIS,2,2,3,0,12.13879676,Bugula (genus in Opisthokonta)
2085,2085,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,720,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Bugula,Orientation_Bugula_NIS,2,2,3,0,12.13879676,Bugula (genus in Opisthokonta)
2116,2116,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,694,6,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,2,2,3,0,12.13879676,Botryllus schlosseri
2117,2117,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Orientation,Cement,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp12,Lee_2018_Wirrina Cove,Lee_2018_Exp12_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,694,6,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp12_13 weeks,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,2,2,3,0,12.13879676,Botryllus schlosseri
2162,2162,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Wood,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,720,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Bugula,Orientation_Bugula_NIS,2,2,3,0,12.13879676,Bugula (genus in Opisthokonta)
2163,2163,Lee_2018,Lee,2018,Thesis,Y,0.0058,NA,NA,0.014,0.0058,NA,NA,0.014,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp14,Lee_2018_Wirrina Cove,Lee_2018_Exp14_13 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,720,8,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp14_13 weeks,Orientation_Bugula,Orientation_Bugula_NIS,2,2,3,0,12.13879676,Bugula (genus in Opisthokonta)
2062,2062,Lee_2018,Lee,2018,Thesis,Y,1.666666667,NA,NA,4.082482905,14.66666667,NA,NA,32.09153575,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,upfacing,vertical,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Cement,,floating,,,,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp10,Lee_2018_North Haven,Lee_2018_Exp10_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,674,8,Orientation_Lee_2018,Orientation_Lee_2018_North Haven,Orientation_Lee_2018_Exp10_13 weeks,Orientation_Ciona intestinalis,Orientation_Ciona intestinalis_NIS,2,2,3,1.110457639,12.02418446,Ciona intestinalis
2194,2194,Lee_2018,Lee,2018,Thesis,Y,6.666666667,NA,NA,16.32993162,15.66666667,NA,NA,32.65373894,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,vertical,upfacing,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Orientation,Acrylic,,floating,,,,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp10,Lee_2018_North Haven,Lee_2018_Exp10_13 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,674,8,Orientation_Lee_2018,Orientation_Lee_2018_North Haven,Orientation_Lee_2018_Exp10_13 weeks,Orientation_Ciona intestinalis,Orientation_Ciona intestinalis_NIS,2,2,3,0.443570054,11.91559592,Ciona intestinalis
